codigo_postal,colonias,latitud,longitud,estado,municipio,sub_estado_fisico,subindice_salud,pob_sin_diabetes,pob_sin_hipertension,pob_sin_enf_respiratorias,pob_sin_infecciones_resp_tb,pob_sin_enf_cardiovasculares,poblacion_sensible,poblacion_total,pob_no_fumadores,subindice_aire,dias_aire_limpio_pm25,concentracion_alta_pm25,dias_aire_limpio_ozono,concentracion_alta_ozono,indice_infraestructura_sanitaria,proximidad_infraestructura_medica,pob_derechohabiente,subindice_socioeconomico,anos_escolaridad,viviendas_computadora,viviendas_lavadora,viviendas_refrigerador,indice_desarrollo,indice_prioridad_sensible,indice_resumen,subindice_cambio_climatico,indice_frescura,seguridad_inundaciones,categoria_riesgo
02320,San Andrés de las Salinas,19.4900984353916,-99.1537951450392,CIUDAD DE MEXICO,AZCAPOTZALCO,0.815080611076532,0.821564359248726,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.250913520097442,31,0.79544569772404,0.081297777050274,0.0014837304818249,0.221886810913574,0.214992306312265,0.617170639129016,0.828099683902791,1,0.685749086479903,0.660202371116996,0.666666666666667,0.417840375586854,0.76056338028169,0.896713615023474,0.328313637912251,0.168535189512882,0.168535189512882,0.263486490196664,0.698890564984007,0.099336196529918,medio
02330,Huautla de las Salinas,19.4889707161572,-99.1593043228373,CIUDAD DE MEXICO,AZCAPOTZALCO,0.815080611076532,0.821564359248726,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.250913520097442,33,0.79544569772404,0.081297777050274,0.0014837304818249,0.221886810913574,0.214992306312265,0.617170639129016,0.828099683902791,1,0.685749086479903,0.660202371116996,0.666666666666667,0.417840375586854,0.76056338028169,0.896713615023474,0.328313637912251,0.168535189512882,0.168535189512882,0.263486490196664,0.698890564984007,0.099336196529918,medio
02340,Santa Cruz de las Salinas,19.4875741949147,-99.154663269471,CIUDAD DE MEXICO,AZCAPOTZALCO,0.815080611076532,0.821564359248726,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.250913520097442,102,0.79544569772404,0.081297777050274,0.0014837304818249,0.221886810913574,0.214992306312265,0.617170639129016,0.828099683902791,1,0.685749086479903,0.660202371116996,0.666666666666667,0.417840375586854,0.76056338028169,0.896713615023474,0.328313637912251,0.168535189512882,0.168535189512882,0.263486490196664,0.698890564984007,0.099336196529918,medio
02360,Las Salinas,19.4875637306775,-99.1648353593058,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816301499904422,0.620567992257059,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.252160553101594,810,0.79783043877551,0.0759810480484108,0.0011665849523048,0.222564741645006,0.20914811383269,0.613754135127104,0.471767641072628,0.287424213839025,0.774342231611292,0.720511463247733,0.683333333333333,0.504098360655738,0.830601092896175,0.941939890710383,0.3166329135074,0.172318222501399,0.172318222501399,0.295861654977717,0.699779989335759,0.125088056560809,bajo
02400,San Juan Tlihuaca,19.489633967578,-99.2046206894724,CIUDAD DE MEXICO,AZCAPOTZALCO,0.8168603534555,0.547255751867003,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.236826797446778,12553,0.798923228630847,0.0882033326312651,0.0021925065169824,0.226623892569896,0.20036261881398,0.607962358621221,0.366634096861985,0.171444614553971,0.784046564142658,0.815718823900089,0.790188108282002,0.669978934421026,0.868614149824923,0.962816225497946,0.366238316046108,0.150091749955277,0.150091749955277,0.456919086616905,0.723972110834996,0.28837443955408,alto
02410,Prados del Rosario,19.5039472093318,-99.2089775504276,CIUDAD DE MEXICO,AZCAPOTZALCO,0.817842053458461,0.719379157546999,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.306928459117878,5091,0.800844668982058,0.085425980434242,0.0019472630407092,0.225324415172677,0.198498927700183,0.611461122259646,0.632770557743536,0.479020563856501,0.83586929029421,0.900580413548665,0.867247409325816,0.787093554782599,0.966689529594047,0.996858709352422,0.420142842763112,0.177974663779191,0.177974663779191,0.563011879215963,0.725765440877705,0.436755952108917,alto
02420,Ex-Hacienda El Rosario,19.4974825950279,-99.206155964505,CIUDAD DE MEXICO,AZCAPOTZALCO,0.817001430566582,0.638001842944055,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.263345413973858,12120,0.799199210966019,0.0853680721119701,0.0019296903457085,0.225091800818907,0.200051552552544,0.611213121470471,0.498219876209676,0.306223478745277,0.81059442622576,0.843751739565613,0.813218167044398,0.688797355913624,0.916959848123835,0.986756196546813,0.425575289115229,0.151272113284764,0.151272113284764,0.713795035724569,0.719455918004208,0.708178694864886,alto
02440,Providencia,19.490682958922,-99.2117259736051,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816655782967991,0.500362028615706,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.244329442349667,8634,0.798523121933039,0.0892076242963481,0.0022871120161146,0.226944930713475,0.200763943293205,0.607735010273212,0.30656999546434,0.1264429401584,0.743300986209799,0.770407526413901,0.752912665798569,0.602927234154791,0.826417002877177,0.939016707270955,0.385416191224943,0.150160919275144,0.150160919275144,0.641671847876639,0.719371248364755,0.572364771727224,alto
02459,Tezozomoc,19.4893863942712,-99.1980650015676,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816595770569144,0.533271545451498,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.241483149573631,9812,0.798405766424585,0.0845954590833251,0.0018771159732974,0.225590287808141,0.198727368900502,0.608581883690674,0.348248853885228,0.153719152320147,0.78895350645568,0.782923410291765,0.731116868239043,0.613171343370569,0.874241493464218,0.958687461859035,0.356703665751154,0.155345224903583,0.155345224903583,0.45836932725578,0.724192363350337,0.290119657154237,alto
02460,La Preciosa,19.4866447507611,-99.1939636649623,CIUDAD DE MEXICO,AZCAPOTZALCO,0.817254736033111,0.552605821149455,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.257105521071545,4149,0.799694859820929,0.0848265203376137,0.0019005241702062,0.225858221702295,0.198452725462748,0.607799361554742,0.373657294481425,0.174225897820793,0.801372100620712,0.827778320155093,0.796666666666667,0.684502776375568,0.882382635032812,0.975769813225644,0.345435855955064,0.168292055329423,0.168292055329423,0.366951362323014,0.726344680964138,0.185384853554622,medio
02470,Ampliación Petrolera,19.4829730094169,-99.1952268443516,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816572143815314,0.530085393644193,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.218864468864469,1457,0.798359566176471,0.0848184473009494,0.0019128226205988,0.226345040268226,0.197156924648527,0.606322318836351,0.34410985812231,0.145942958405188,0.811355311355311,0.857694265079678,0.843333333333333,0.741391941391941,0.884981684981685,0.978021978021978,0.351817452098021,0.141864129073785,0.141864129073785,0.397283798522092,0.716811868414519,0.220189457684689,alto
02480,Petrolera,19.4850665082467,-99.199969979028,CIUDAD DE MEXICO,AZCAPOTZALCO,0.81745929712675,0.671022291945285,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.297774637937125,2782,0.800095241540257,0.0848295386027104,0.0019007771453857,0.225859157569076,0.198454057075073,0.607798371545311,0.550817536567434,0.363951391003772,0.83362769339456,0.872765086396407,0.848666666666667,0.754677754677755,0.925155925155925,0.979209979209979,0.3899084531041,0.181669789485427,0.181669789485427,0.46523157796832,0.724659252988682,0.298678889762653,alto
02490,San Mateo,19.4831416157937,-99.1914952217641,CIUDAD DE MEXICO,AZCAPOTZALCO,0.81663920392055,0.553698455469126,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.224448373272554,1088,0.798490700394818,0.0829594965865861,0.0017466324980849,0.225654337735719,0.197816803368091,0.607513635027806,0.375419130158148,0.176008812292375,0.800752652398906,0.848181073324471,0.840684943875951,0.726776233310932,0.871168522524007,0.97233998991935,0.352053827638493,0.145430464354718,0.145430464354718,0.394283210860144,0.719779882495864,0.215981655151467,alto
02500,Unidad Cuitláhuac,19.4722675266397,-99.1695066615071,CIUDAD DE MEXICO,AZCAPOTZALCO,0.817692941505281,0.800626197527274,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.284093195157595,7536,0.800552669747868,0.0715088802712981,0.001,0.223794643992999,0.192646485245205,0.606497663662179,0.783915667642878,0.75065552541458,0.818649504560143,0.859520338298379,0.862520634526504,0.686862006090815,0.932120414057144,0.988356501072021,0.409648937815891,0.167714719520563,0.167714719520563,0.5722705546839,0.723082854746182,0.452912948507368,alto
02519,El Jagüey,19.4863237150492,-99.1730785607912,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816015675687378,0.581709365896437,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.220079051383399,985,0.797271823271131,0.0722396743769959,0.001,0.223181924297498,0.199937033965781,0.610310519875768,0.414680497512002,0.215375537125004,0.798418972332016,0.83252518875441,0.79,0.684822845055526,0.903225806451613,0.983077736647277,0.312572123317754,0.151288474994733,0.151288474994733,0.27284861490559,0.708491731780829,0.105077255409564,bajo
02520,Estación Pantaco,19.4841494666076,-99.1699789736816,CIUDAD DE MEXICO,AZCAPOTZALCO,0.816100024752565,0.601819005574844,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.225688448426622,7427,0.797436654929801,0.0750107682506984,0.0011394357217387,0.22276774266167,0.203639945428382,0.612476383214533,0.443801132809555,0.244148349239871,0.806720365287152,0.819037513830903,0.783500463215745,0.667738370487078,0.885810485991158,0.971021325805464,0.312780274943209,0.155097553476237,0.155097553476237,0.258859508447021,0.70949195479881,0.0944453910438417,bajo
02530,Jardín Azpeitia,19.4728252296588,-99.1745690948779,CIUDAD DE MEXICO,AZCAPOTZALCO,0.81743125663885,0.729135208043039,0.863397930409669,0.811774509031262,0.927730530588016,0.686060114293017,0.91100865768117,0.264621671278834,1867,0.8000403527495,0.0715993414077319,0.0009999999999999,0.223760301212135,0.193517700443214,0.606921297413612,0.650376587988547,0.527006496298137,0.802627119731616,0.821464171455962,0.835820109883327,0.640474767116927,0.878656884633367,0.968100285314456,0.350447417774007,0.171885689892124,0.171885689892124,0.35171082369539,0.716545108689838,0.172634635285794,alto
